SampleID,collection_day_s,common_name_s,description_s,nutrition_calcium_s,nutrition_calorie_s,nutrition_carb_s,nutrition_cholesterol_s,nutrition_fat_s,nutrition_fiber_s,nutrition_protein_s,nutrition_satfat_s,nutrition_sodium_s,nutrition_sugar_s,,,,,,,,,,,,,,,
ERR531634,223,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531689,5,human gut metagenome,DonorA Stool,651.9949961,2867.537495,482.3457727,198.9674988,65.00524916,22.57599992,78.34952563,20.7955973,2327.97003,218.533299,,,,,,,,,,,,,,,
ERR531690,40,human oral metagenome,DonorA Saliva,866.166501,1564.984276,236.9236736,69.54999924,46.86165941,20.38394999,60.20377332,9.428866692,2192.265249,170.6804247,,,,,,,,,,,,,,,
ERR531699,144,human oral metagenome,DonorA Saliva,658.9500008,3185.427521,529.9580338,270.1100006,51.37949972,28.62999976,117.3689992,15.39451,3316.510826,124.9595984,,,,,,,,,,,,,,,
ERR531700,268,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531671,18,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531672,106,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531649,58,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531650,79,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531685,14,human gut metagenome,DonorA Stool,1048.5,3162.590005,415.2726021,370.6399994,98.66300037,13.41199976,128.8152023,28.61288005,4818.440006,159.7969985,,,,,,,,,,,,,,,
ERR531686,253,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531645,72,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531646,136,human oral metagenome,DonorA Saliva,1036.52,1653.312672,211.9596901,190.28,56.59200015,18.18000007,61.17864788,26.75644002,1432.468737,137.0832899,,,,,,,,,,,,,,,
ERR531667,9,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531668,168,human oral metagenome,DonorA Saliva,540,2074.5,259.4000015,503,75.60000038,1.799999952,98.40000153,14.79999995,4029.5,115.3999996,,,,,,,,,,,,,,,
ERR531641,55,human oral metagenome,DonorA Saliva,469.4500012,2129.365028,296.292708,189.8400021,61.7771026,14.61350012,89.10150307,22.80034078,3684.125048,86.67700054,,,,,,,,,,,,,,,
ERR531642,296,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531663,351,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531664,343,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531681,66,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531682,291,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531659,34,human gut metagenome,DonorA Stool,530.352869,2575.513268,316.787137,323.6070328,91.96303183,8.014000058,133.3383017,27.824075,3518.543053,110.9904328,,,,,,,,,,,,,,,
ERR531660,30,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531655,122,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531656,70,human gut metagenome,DonorA Stool,287.3749995,2329.880072,272.1323965,422.1599998,98.70074978,11.24950004,93.28880035,42.037665,4334.717256,68.93939263,,,,,,,,,,,,,,,
ERR531677,332,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531678,11,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531737,178,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531738,292,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531803,330,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531804,295,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531799,141,human gut metagenome,DonorA Stool,773.9650006,2339.177501,302.237798,417.0900002,64.97000014,18.10800007,134.1738981,16.16284001,3198.679996,138.682699,,,,,,,,,,,,,,,
ERR531800,353,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531795,97,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531796,248,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531791,247,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531792,181,human oral metagenome,DonorA Saliva,671.880002,1590.088351,237.476219,215.6399994,42.08820042,10.26000053,52.51898572,5.434120066,1029.970006,100.8192182,,,,,,,,,,,,,,,
ERR531787,223,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531788,305,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531783,166,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531784,357,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531779,197,human gut metagenome,DonorA Stool,230.1524998,1613.147789,316.6344841,30,27.00817129,36.73712156,39.11753964,9.016594999,715.854747,153.0484285,,,,,,,,,,,,,,,
ERR531780,50,human oral metagenome,DonorA Saliva,796.4890107,3081.219064,360.3180811,373.8000154,188.5668235,17.40760003,93.44846328,52.64186272,5296.287244,160.9305027,,,,,,,,,,,,,,,
ERR531775,206,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531776,59,human gut metagenome,DonorA Stool,768.1940007,1736.282514,284.560031,224.6131378,38.72023148,11.18373787,54.73627801,13.18706151,1474.897407,181.3146788,,,,,,,,,,,,,,,
ERR531771,0,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531772,262,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531767,272,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531768,226,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531763,35,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531764,342,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531761,15,human gut metagenome,DonorA Stool,709.6599998,2261.260008,366.5906025,187.5,51.77500004,21.16200005,81.62080021,19.65982001,3328.88,210.7509997,,,,,,,,,,,,,,,
ERR531762,276,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531757,178,human gut metagenome,DonorA Stool,654.9800024,1789.13001,248.0086018,301.1399994,58.67380002,17.33200002,67.18500233,15.28216005,2097.920006,47.9790002,,,,,,,,,,,,,,,
ERR531758,239,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531753,32,human gut metagenome,DonorA Stool,198.3159993,1869.265003,220.7088158,299.8373985,52.21695943,8.590335011,105.8171736,19.45355268,2973.463823,99.86436704,,,,,,,,,,,,,,,
ERR531754,126,human oral metagenome,DonorA Saliva,608.2325716,2862.192436,403.0494894,235.3499985,65.02882417,29.80787505,92.79711705,21.96244113,2843.051487,139.4128814,,,,,,,,,,,,,,,
ERR531749,242,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531750,189,human gut metagenome,DonorA Stool,261.9990015,2913.61799,330.2738209,197.0699959,117.4752604,15.21455003,109.571565,29.23553319,3045.54349,60.50149948,,,,,,,,,,,,,,,
ERR532052,74,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532053,357,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532046,56,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532047,50,human gut metagenome,DonorA Stool,796.4890107,3081.219064,360.3180811,373.8000154,188.5668235,17.40760003,93.44846328,52.64186272,5296.287244,160.9305027,,,,,,,,,,,,,,,
ERR532042,105,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532043,175,human gut metagenome,DonorA Stool,502.6399999,1417.070004,203.7543011,132.5,46.7686,6.316000015,46.40950012,14.06557,2873.53,91.0395,,,,,,,,,,,,,,,
ERR532038,316,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532039,179,human gut metagenome,DonorA Stool,809.8049967,2907.300004,334.7817986,430.0200074,83.52759995,27.80750068,123.6582508,31.15594982,2711.655005,79.61844982,,,,,,,,,,,,,,,
ERR532034,181,human gut metagenome,DonorA Stool,671.880002,1590.088351,237.476219,215.6399994,42.08820042,10.26000053,52.51898572,5.434120066,1029.970006,100.8192182,,,,,,,,,,,,,,,
ERR532035,292,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532030,95,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532031,230,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531936,232,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531937,171,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531932,195,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531933,239,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531928,34,human oral metagenome,DonorA Saliva,530.352869,2575.513268,316.787137,323.6070328,91.96303183,8.014000058,133.3383017,27.824075,3518.543053,110.9904328,,,,,,,,,,,,,,,
ERR531929,332,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531924,36,human gut metagenome,DonorA Stool,442.9200001,1725.960009,312.0086021,116.25,38.01360001,20.38200003,48.42740026,15.12878,1864.2,111.079,,,,,,,,,,,,,,,
ERR531925,224,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531920,120,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531921,68,human gut metagenome,DonorA Stool,115.0725,2320.031747,363.669657,106,29.85620003,20.19950008,58.45434968,8.583699999,2505.469606,102.2601569,,,,,,,,,,,,,,,
ERR531917,304,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531914,107,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531915,194,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531910,118,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531911,139,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531906,52,human gut metagenome,DonorA Stool,958.282496,2390.334993,403.9954035,131.7000008,54.97290049,43.3685009,94.63315226,18.36125017,3159.600011,157.4627496,,,,,,,,,,,,,,,
ERR531907,282,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531902,315,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531903,43,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531898,152,human oral metagenome,DonorA Saliva,1320.54,2057.770009,305.5086021,142.5,65.48980001,19.63200003,63.53460026,23.6264,2769.82,127.079,,,,,,,,,,,,,,,
ERR531899,143,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531895,64,human gut metagenome,DonorA Stool,289.7666674,1116.873342,144.0484338,154.6800003,42.30526678,5.123333186,42.57296737,8.203383506,1074.050001,67.13036657,,,,,,,,,,,,,,,
ERR531892,227,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531893,310,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531888,112,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531889,34,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531884,293,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531885,56,human gut metagenome,DonorA Stool,562.0743418,1931.057763,229.3253764,731.0987892,59.65075626,2.379500031,113.0663316,16.00331437,1369.550153,123.1516258,,,,,,,,,,,,,,,
ERR531880,191,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531881,27,human gut metagenome,DonorA Stool,373.3449969,2927.538673,353.0116109,511.4528136,114.6382842,12.43066174,105.3222566,45.42978526,4587.579371,131.4273309,,,,,,,,,,,,,,,
ERR531876,192,human gut metagenome,DonorA Stool,357.405,1827.430001,250.220401,75,60.78849977,42.39950038,56.09455109,13.15103,2420.204998,60.90674982,,,,,,,,,,,,,,,
ERR531877,206,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531873,43,human gut metagenome,DonorA Stool,575.2604775,1946.493605,324.3745549,137.1000004,46.4910163,21.43200043,64.00220035,19.37521151,4476.160328,150.1943922,,,,,,,,,,,,,,,
ERR531871,116,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531872,164,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531867,35,human gut metagenome,DonorA Stool,1021.290022,2822.630029,294.6139062,167.8000031,133.6330008,6.674000084,89.68880112,17.34889,1928.420012,151.908603,,,,,,,,,,,,,,,
ERR531868,158,human gut metagenome,DonorA Stool,644.1799994,1562.060005,230.0921017,50,26.12239996,6.046999753,80.36539984,7.852659993,1034.759951,59.17900001,,,,,,,,,,,,,,,
ERR531863,114,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531864,104,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531859,24,human gut metagenome,DonorA Stool,651.3515058,1521.755625,222.2525041,95,52.83849857,16.37151831,58.03243402,15.87567821,2624.80526,96.56818175,,,,,,,,,,,,,,,
ERR531860,65,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531855,44,human gut metagenome,DonorA Stool,601.6677621,2445.881813,387.3215048,131.9099992,76.29548053,27.90678108,65.63185383,20.78402444,1982.867244,189.7093277,,,,,,,,,,,,,,,
ERR531856,236,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531851,355,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531852,113,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531847,219,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531848,243,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531843,231,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531844,128,human oral metagenome,DonorA Saliva,1014.95,3114.139996,482.3836003,506.6799965,82.37889989,41.81399995,125.8289996,24.56593002,4731.959993,174.2951999,,,,,,,,,,,,,,,
ERR531839,217,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531840,124,human gut metagenome,DonorA Stool,904.5943415,1670.862747,205.3646251,211.508791,59.37695664,18.70350058,72.88138199,29.39380952,1363.200165,84.24777492,,,,,,,,,,,,,,,
ERR531835,312,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531836,176,human oral metagenome,DonorA Saliva,447.3099995,2089.420003,309.0049973,151.7000008,74.70080042,14.5,54.42040038,16.05615997,2623.689989,128.5,,,,,,,,,,,,,,,
ERR531831,82,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531832,222,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531827,308,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531828,177,human gut metagenome,DonorA Stool,451.4299998,2207.483731,313.5867805,276.6409836,70.68319984,8.07100001,88.75569165,21.4304702,2116.935708,148.5046933,,,,,,,,,,,,,,,
ERR531823,79,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531824,342,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531819,218,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531820,85,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531815,72,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531816,21,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531811,47,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531812,141,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531807,67,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531808,67,human oral metagenome,DonorA Saliva,890.0800018,2620.380014,299.5992989,260.5900002,118.6478005,27.82800001,91.96680065,29.9437708,3024.540001,115.2037002,,,,,,,,,,,,,,,
ERR532024,195,human gut metagenome,DonorA Stool,436.7900009,2619.832715,304.0792913,584.9000092,95.12080005,5.612000048,74.75724936,29.35350002,2808.958737,82.86068965,,,,,,,,,,,,,,,
ERR532025,205,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
